is_bug_fix,revisionNo,message
0,979,Bugfix: In TagBrowser &quot;no pick/get content action available&quot; was displayedrandomly when called several times - this is now fixed. Modified : /trunk/openintents/src/org/openintents/tags/content/PackageListRow.java 
0,980,Add missing VIEW activity to Media browser. Add Icon to shopping list providerin Manifest. Modified : /trunk/openintents/AndroidManifest.xml Modified : /trunk/openintents/src/org/openintents/media/MediaBrowserActivity.java 
0,981,"InitView: Updated layout so that values can be added separately.Made this appear at program start, with checkbox to not show activity again. Modified : /trunk/openintents/res/values/strings.xml Modified : /trunk/openintents/src/org/openintents/OpenIntents.java Modified : /trunk/openintents/src/org/openintents/main/InitView.java Modified : /trunk/openintents/src/org/openintents/main/OpenIntentsView.java "
0,982,ShoppingList: Finetuning of appearance.InitView: Automatically start Media scanner when finished copying mp3. Modified : /trunk/openintents/src/org/openintents/main/InitView.java Modified : /trunk/openintents/src/org/openintents/shopping/ShoppingView.java 
0,983,Create singleapk directory. Added : /branches/singleapk 
0,984,Create branch for joining all apks into one big apk. Added : /branches/singleapk/Release_0.1.7-x 
0,985,"Moved SplashPlay partly into <a title=""We define and implement useful open intents for the Android platform."" href=""/p/openintents/wiki/OpenIntents"">OpenIntents</a>. Modified : /branches/singleapk/Release_0.1.7-x/applications/splashplay/res/drawable Modified : /branches/singleapk/Release_0.1.7-x/openintents/AndroidManifest.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/assets/OpenIntents01f.mid Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/background001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/bluetooth_classic_16.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/bluetooth_icon1.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/bluetooth_icon1_small_16.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/bluetooth_icon2_32.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/bluetooth_icon2_48.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/fret001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/icon.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/marker001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/nut001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/nut002a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5.jpg Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_checkbox.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_checkbox_checked.jpg Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_checkbox_checked_1.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_checkbox_checked_selected.jpg Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_checkbox_unchecked.jpg Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_checkbox_unchecked_selected.jpg Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_continue_button.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_continue_button_normal.jpg Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_continue_button_selected.jpg Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_exit_button.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_exit_button_normal.jpg Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/overview_5_exit_button_selected.jpg Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/shiny_button_repeat_a_1.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/shiny_button_repeat_a_selected.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/shiny_button_repeat_ab.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/shiny_button_repeat_ab_1.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/shiny_button_repeat_ab_selected.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/shiny_button_repeat_b.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/shiny_button_repeat_b_1.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/shiny_button_repeat_b_selected.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/splashplay_application001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/splashplay_bluetooth.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/splashpod1.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/spot001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/spot_void001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/wood001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/background001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/bluetooth_classic_16.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/bluetooth_icon1.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/bluetooth_icon1_small_16.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/bluetooth_icon2_32.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/bluetooth_icon2_48.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/fret001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/icon.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/marker001a.png "
0,986,"Combined <a title=""We define and implement useful open intents for the Android platform."" href=""/p/openintents/wiki/OpenIntents"">OpenIntents</a> + SplashPlay Modified : /branches/singleapk/Release_0.1.7-x/openintents/AndroidManifest.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/shiny_button_repeat_a.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/splashplay_bluetooth.xml Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/background001a.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/bluetooth_classic_16.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/bluetooth_icon1.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/bluetooth_icon1_small_16.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/bluetooth_icon2_32.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/bluetooth_icon2_48.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/fret001a.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/icon.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/marker001a.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/nut001a.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/nut002a.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5.jpg Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_checkbox.xml Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_checkbox_checked.jpg Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_checkbox_checked_1.xml Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_checkbox_checked_selected.jpg Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_checkbox_unchecked.jpg Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_checkbox_unchecked_selected.jpg Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_continue_button.xml Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_continue_button_normal.jpg Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_continue_button_selected.jpg Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_exit_button.xml Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_exit_button_normal.jpg Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/overview_5_exit_button_selected.jpg Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/splashplay_application001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/splashplay_bluetooth.xml Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/splashpod1.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/spot001a.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/spot_void001a.png Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/wood001a.png Modified : /branches/singleapk/Release_0.1.7-x/openintents/res/values/strings.xml Deleted : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/R.java Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/applications/splashplay/SplashPlay.java "
0,987,"Partly copy Newsreader into <a title=""We define and implement useful open intents for the Android platform."" href=""/p/openintents/wiki/OpenIntents"">OpenIntents</a>. Modified : /branches/singleapk/Release_0.1.7-x/applications/newsreader/res/drawable Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/addfeed.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/delfeed.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/feedsettings.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/newfeed.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/news_application001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/afeedsettings.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/main_newsreader.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/newsmessage_items.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/newsmessage_row.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/newsreader.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/newsreader_feedrow.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/servicesettings.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/applications/newsreader "
0,988,"Combined <a title=""We define and implement useful open intents for the Android platform."" href=""/p/openintents/wiki/OpenIntents"">OpenIntents</a> + SplashPlay + Newsreader. Modified : /branches/singleapk/Release_0.1.7-x/openintents/AndroidManifest.xml Modified : /branches/singleapk/Release_0.1.7-x/openintents/res/values/strings.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/R.java Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/applications/newsreader/AFeedMessages.java Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/applications/newsreader/AFeedSettings.java Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/applications/newsreader/Newsreader.java Deleted : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/applications/newsreader/R.java Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/applications/newsreader/ServiceSettings.java Deleted : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/applications/splashplay/R.java "
0,989,Insert basic structure of OpenGLSensors and PresentPicker. Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/ball.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/bike.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/book.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/boy_1.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/boy_3.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/boy_6.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/bubbleframe_lightorange.9.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/car.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/cat.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/cd.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/cup.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/dog.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/fasticon_banner.gif Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/flashlight.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/flower.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/frame_lightorange.9.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/frame_orange.9.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/gift.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/girl_1.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/girl_3.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/girl_5.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/ice_cream.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/icon_openintents_sample.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/joystick.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/mobile_shake_settings001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/picture.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/pipe.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/present001b.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/present_application001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/roller.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/skate.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/toy.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/openglsensors_application001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/samples Added : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/samples/presentpicker Modified : /branches/singleapk/Release_0.1.7-x/samples/OpenGLSensors/res/drawable Modified : /branches/singleapk/Release_0.1.7-x/samples/PresentPicker/res/drawable 
0,990,"Combined <a title=""We define and implement useful open intents for the Android platform."" href=""/p/openintents/wiki/OpenIntents"">OpenIntents</a> + SplashPlay + Newsreader + <a title=""Sensor Simulator for simulating sensor data in real time."" href=""/p/openintents/wiki/SensorSimulator"">SensorSimulator</a> +PresentPicker. Modified : /branches/singleapk/Release_0.1.7-x/openintents/AndroidManifest.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/openglsensors_application001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/drawable/shoppinglistadditem002a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/main_openglsensors.xml Deleted : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/openglsensors_application001a.png Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/presentpicker_about.xml Added : /branches/singleapk/Release_0.1.7-x/openintents/res/layout/presentpicker_main.xml Modified : /branches/singleapk/Release_0.1.7-x/openintents/res/values/strings.xml Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/R.java Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/samples/openglsensors/OpenGLSensors.java Deleted : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/samples/openglsensors/R.java Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/samples/presentpicker/PresentPicker.java Deleted : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/samples/presentpicker/R.java "
0,991,Critical bug fix: Change hard-coded song path for SplashPlay. Modified : /branches/singleapk/Release_0.1.7-x/openintents/AndroidManifest.xml Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/applications/splashplay/SplashPlay.java 
0,992,Create personal branch from branches/singleapk/Release_0.1.7-x Added : /branches/developers/peli/singleapk01a 
0,993,Added 2 more default feeds. Modified : /branches/developers/peli/singleapk01a/openintents/src/org/openintents/main/InitView.java 
0,994,Added rev. 992:993 from branches/peli/singleapk01a tobranches/singleapk/Release_0.1.7-x.Add 2 new default news feeds. Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/main/InitView.java 
0,995,fixed threading in newsreaderservice1 Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/news/services/NewsreaderService1.java 
1,996,"OpenGLSensors did not easily release timer - now much more economically (<a title=""Sensor applications don't release timer"" class=closed_ref href=""/p/openintents/issues/detail?id=28""> issue#28 </a>).Watch out: The native Android orientation sensor throws out error messages whenenabled! Added : /branches/developers/peli/singleapk01a/openintents/src/org/openintents/samples/openglsensors/GLSurfaceViewNoThread.java Modified : /branches/developers/peli/singleapk01a/openintents/src/org/openintents/samples/openglsensors/OpenGLSensors.java "
0,997,Merged rev. 995:996 from branches/peli/singleapk01a intobranches/singleapk/Release_0.1.7-x Added : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/samples/openglsensors/GLSurfaceViewNoThread.java Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/samples/openglsensors/OpenGLSensors.java 
0,998,"Changed <a title=""We define and implement useful open intents for the Android platform."" href=""/p/openintents/wiki/OpenIntents"">OpenIntents</a> News feed to the main page news feed. (contains morealready). Modified : /branches/singleapk/Release_0.1.7-x/openintents/src/org/openintents/main/InitView.java "
0,999,reworked DateTime Alert. (part1) Modified : /trunk/openintents/src/org/openintents/provider/Alert.java 
0,1000,Prepare release branch for 0.1.7 from trunk:982. Added : /branches/releasecandidates/Release_0.1.7-x 
0,1001,Merge rev. 993:994 from branches/singleapk/Release_0.1.7-x intobranches/releasecandidates/Release_0.1.7-x.Add 2 new default news feeds. Modified : /branches/releasecandidates/Release_0.1.7-x/openintents/src/org/openintents/main/InitView.java 
1,1002,Merge rev. 994:995 from branches/singleapk/Release_0.1.7-x intobranches/releasecandidates/Release_0.1.7-x.(zeroogle) fixed threading in newsreaderservice1 Modified : /branches/releasecandidates/Release_0.1.7-x/openintents/src/org/openintents/news/services/NewsreaderService1.java 
1,1003,"Merge rev. 996:997 from branches/singleapk/Release_0.1.7-x intobranches/releasecandidates/Release_0.1.7-x.(from: Peli, <a href=""/p/openintents/source/detail?r=996"">Revision 996</a>)OpenGLSensors did not easily release timer - now much more economically (<a title=""Sensor applications don't release timer"" class=closed_ref href=""/p/openintents/issues/detail?id=28""> issue#28 </a>).Watch out: The native Android orientation sensor throws out error messages whenenabled! Added : /branches/releasecandidates/Release_0.1.7-x/samples/OpenGLSensors/src/org/openintents/samples/openglsensors/GLSurfaceViewNoThread.java Modified : /branches/releasecandidates/Release_0.1.7-x/samples/OpenGLSensors/src/org/openintents/samples/openglsensors/OpenGLSensors.java "
0,1004,"Merge rev. 997:998 from branches/singleapk/Release_0.1.7-x intobranches/releasecandidates/Release_0.1.7-x.(peli)Changed <a title=""We define and implement useful open intents for the Android platform."" href=""/p/openintents/wiki/OpenIntents"">OpenIntents</a> News feed to the main page news feed. (contains morealready). Modified : /branches/releasecandidates/Release_0.1.7-x/openintents/src/org/openintents/main/InitView.java "
0,1005,OpenGLSensors: Fixed import path. Modified : /branches/releasecandidates/Release_0.1.7-x/samples/OpenGLSensors/src/org/openintents/samples/openglsensors/OpenGLSensors.java 
1,1006,Merge revisions 1000:1005 from releasecandidates/Release_0.1.7-x into maintrunk.Includes final changes to singleapk version. Modified : /trunk/openintents/src/org/openintents/main/InitView.java Modified : /trunk/openintents/src/org/openintents/news/services/NewsreaderService1.java Added : /trunk/samples/OpenGLSensors/src/org/openintents/samples/openglsensors/GLSurfaceViewNoThread.java Modified : /trunk/samples/OpenGLSensors/src/org/openintents/samples/openglsensors/OpenGLSensors.java 
0,1007,introducing managed services in alert framework Modified : /trunk/openintents/src/org/openintents/alert/AlertProvider.java 
0,1008,introducing managed services in alert framework Modified : /trunk/openintents/src/org/openintents/provider/Alert.java 
0,1009,introducing managed services in alert framework Modified : /trunk/openintents/src/org/openintents/alert/AlertProvider.java 
0,1010,introducing managed services in alert framework Added : /trunk/openintents/src/org/openintents/alert/ManagedServiceDispatcher.java 
0,1011,Update readme files. Modified : /branches/releasecandidates/Release_0.1.7-x/applications/newsreader/readme_newsreader.txt Modified : /branches/releasecandidates/Release_0.1.7-x/applications/splashplay/readme_splashplay.txt Modified : /branches/releasecandidates/Release_0.1.7-x/openintents/build.properties Modified : /branches/releasecandidates/Release_0.1.7-x/openintents/readme_OpenIntents.txt Modified : /branches/releasecandidates/Release_0.1.7-x/samples/OpenGLSensors/readme_OpenGLSensors.txt Modified : /branches/releasecandidates/Release_0.1.7-x/samples/PresentPicker/readme_PresentPicker.txt Modified : /branches/releasecandidates/Release_0.1.7-x/tools/SensorSimulator/readme_SensorSimulator.txt 
0,1012,Final build 0.1.7 Modified : /branches/releasecandidates/Release_0.1.7-x/applications/newsreader/lib/openintents-lib.jar Modified : /branches/releasecandidates/Release_0.1.7-x/applications/splashplay/lib/openintents-lib.jar Modified : /branches/releasecandidates/Release_0.1.7-x/lib/openintents-lib.jar Modified : /branches/releasecandidates/Release_0.1.7-x/openintents/build.properties Modified : /branches/releasecandidates/Release_0.1.7-x/samples/OpenGLSensors/lib/openintents-lib.jar Modified : /branches/releasecandidates/Release_0.1.7-x/samples/PresentPicker/lib/openintents-lib.jar Modified : /branches/releasecandidates/Release_0.1.7-x/tools/SensorSimulator/MANIFEST.MF Modified : /branches/releasecandidates/Release_0.1.7-x/tools/SensorSimulator/build.num 
0,1013,Merge revisions 1010:1012 from releasecandidates/Release_0.1.7-x into maintrunk.* Update readme files* Final 0.1.7 build Modified : /trunk/applications/newsreader/lib/openintents-lib.jar Modified : /trunk/applications/newsreader/readme_newsreader.txt Modified : /trunk/applications/splashplay/lib/openintents-lib.jar Modified : /trunk/applications/splashplay/readme_splashplay.txt Modified : /trunk/lib/openintents-lib.jar Modified : /trunk/openintents/build.properties Modified : /trunk/openintents/readme_OpenIntents.txt Modified : /trunk/samples/OpenGLSensors/lib/openintents-lib.jar Modified : /trunk/samples/OpenGLSensors/readme_OpenGLSensors.txt Modified : /trunk/samples/PresentPicker/lib/openintents-lib.jar Modified : /trunk/samples/PresentPicker/readme_PresentPicker.txt Modified : /trunk/tools/SensorSimulator/MANIFEST.MF Modified : /trunk/tools/SensorSimulator/build.num Modified : /trunk/tools/SensorSimulator/readme_SensorSimulator.txt 
0,1014,"Resolve naming conflicts in samples / applications and core (<a title=""Avoid naming conflicts in samples / applications and core"" class=closed_ref href=""/p/openintents/issues/detail?id=127""> issue #127 </a>).Also deleted outdated icons and unused layouts. Modified : /trunk/applications/newsreader/AndroidManifest.xml Deleted : /trunk/applications/newsreader/res/drawable/openintents_icon.png Deleted : /trunk/applications/newsreader/res/layout/main.xml Modified : /trunk/applications/newsreader/res/values/strings.xml Modified : /trunk/applications/newsreader/src/org/openintents/applications/newsreader/R.java Modified : /trunk/applications/splashplay/AndroidManifest.xml Deleted : /trunk/applications/splashplay/res/drawable/icon.png Deleted : /trunk/applications/splashplay/res/layout/main.xml Added : /trunk/applications/splashplay/res/layout/splashplay_main.xml Modified : /trunk/applications/splashplay/res/values/strings.xml Modified : /trunk/applications/splashplay/src/org/openintents/applications/splashplay/R.java Modified : /trunk/applications/splashplay/src/org/openintents/applications/splashplay/SplashPlay.java Modified : /trunk/samples/OpenGLSensors/AndroidManifest.xml Deleted : /trunk/samples/OpenGLSensors/res/drawable/icon.png Deleted : /trunk/samples/OpenGLSensors/res/drawable/icon_openintents_sample.png Deleted : /trunk/samples/OpenGLSensors/res/layout/main.xml Modified : /trunk/samples/OpenGLSensors/res/values/strings.xml Modified : /trunk/samples/OpenGLSensors/src/org/openintents/samples/openglsensors/OpenGLSensors.java Modified : /trunk/samples/OpenGLSensors/src/org/openintents/samples/openglsensors/R.java Modified : /trunk/samples/PresentPicker/AndroidManifest.xml Deleted : /trunk/samples/PresentPicker/res/drawable/icon.png Deleted : /trunk/samples/PresentPicker/res/drawable/icon_openintents_sample.png Deleted : /trunk/samples/PresentPicker/res/layout/about.xml Deleted : /trunk/samples/PresentPicker/res/layout/main.xml Added : /trunk/samples/PresentPicker/res/layout/presentpicker_about.xml Added : /trunk/samples/PresentPicker/res/layout/presentpicker_main.xml Modified : /trunk/samples/PresentPicker/res/values/strings.xml Modified : /trunk/samples/PresentPicker/src/org/openintents/samples/presentpicker/PresentPicker.java Modified : /trunk/samples/PresentPicker/src/org/openintents/samples/presentpicker/R.java "
1,1015,"SplashPlay: Read file path of demo song from system. (<a title=""SplashPlay: Obtain path to sample file from system"" class=closed_ref href=""/p/openintents/issues/detail?id=129""> issue #129 </a>) Modified : /trunk/applications/splashplay/src/org/openintents/applications/splashplay/SplashPlay.java "
0,1016,introducing managed services in alert framework Modified : /trunk/openintents/src/org/openintents/provider/Alert.java 
0,1017,introducing managed services in alert framework Modified : /trunk/openintents/src/org/openintents/OpenIntents.java 
0,1018,"<a title=""We define and implement useful open intents for the Android platform."" href=""/p/openintents/wiki/OpenIntents"">OpenIntents</a> InitView: Read path to sdcard from environment. (<a title=""Read path to SD card from os environment"" class=closed_ref href=""/p/openintents/issues/detail?id=76""> issue #76 </a>) Modified : /trunk/openintents/src/org/openintents/main/InitView.java "
0,1019,"AlertList: Added Context menu (<a title=""Use context menu everywhere"" class=closed_ref href=""/p/openintents/issues/detail?id=128""> issue #128 </a>), requery on activity result, and editthrough click. Modified : /trunk/openintents/src/org/openintents/alert/AlertList.java "
0,1020,small bugfix for Alert.registerManagedService Modified : /trunk/openintents/src/org/openintents/provider/Alert.java 
0,1021,"Newsreader: Add context menu to Newsreader and AFeedMessages (<a title=""Use context menu everywhere"" class=closed_ref href=""/p/openintents/issues/detail?id=128""> issue #128 </a>). Modified : /trunk/applications/newsreader/src/org/openintents/applications/newsreader/AFeedMessages.java Modified : /trunk/applications/newsreader/src/org/openintents/applications/newsreader/Newsreader.java "
1,1022,"InitView: show toast if Newsreader is not installed (<a title=""Init default values crashes without Newsreader"" class=closed_ref href=""/p/openintents/issues/detail?id=130""> issue #130 </a>). Modified : /trunk/openintents/src/org/openintents/main/InitView.java "
0,1023,"ShoppingList: Add rename functionality (<a title=""Renaming Shopping list"" class=closed_ref href=""/p/openintents/issues/detail?id=83""> issue #83 </a>). Modified : /trunk/openintents/res/values/strings.xml Modified : /trunk/openintents/src/org/openintents/R.java Modified : /trunk/openintents/src/org/openintents/shopping/ShoppingView.java "
0,1024,"ShoppingList: Add context menu: mark, edit, delete item (<a title=""Use Context menu for shopping list"" class=closed_ref href=""/p/openintents/issues/detail?id=69""> issue #69 </a>) Modified : /trunk/openintents/res/values/strings.xml Modified : /trunk/openintents/src/org/openintents/R.java Modified : /trunk/openintents/src/org/openintents/shopping/ShoppingView.java "
1,1025,"ShoppingList: bugfix: rename item worked on wrong table (<a title=""ShoppingList: Rename and delete not synchronized properly"" class=closed_ref href=""/p/openintents/issues/detail?id=133""> issue #133 </a>)Delete item now marks item on other shopping list. Modified : /trunk/openintents/src/org/openintents/provider/Alert.java Modified : /trunk/openintents/src/org/openintents/provider/Shopping.java Modified : /trunk/openintents/src/org/openintents/shopping/ShoppingView.java Modified : /trunk/openintents/src/org/openintents/shopping/share/GTalkReceiver.java "
1,1026,"ShoppingList: LogCat error message when leaving shopping list resolved (<a title=""LogCat error message when leaving shopping list"" class=closed_ref href=""/p/openintents/issues/detail?id=85""> issue#85 </a>). Modified : /trunk/openintents/src/org/openintents/shopping/ShoppingView.java "
0,1027,throwed out @override at AlertList.java : 173 Modified : /trunk/openintents/src/org/openintents/alert/AlertList.java 
0,1028,Create personal working branch. Added : /branches/developers/peli/trunk01f 
